label,text
NotScam,Hey dan you recommend a reliable online payment gateway for my business
Scam,Youre eligible for a government grant Fill out uhis form to claim link
NotScam,Thinking angstrombout opening angstrom sangstromvings angstromccount Which bangstromnk hangstroms the best interest rangstromtes
Scam,Im a successful businessman seeking a caring partner Message md 91XXXXXXXXX
Scam,Win a luxurious vacation to the Maldives Just share this picture on Facebook
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakhpati bamo link
Scam,Congratulations You won a brand new iPhone Clahm it by clicking here link
Scam,qui_vive Your device has viruses
NotScam,Could you please review the draft repoqt before the deadline
NotScam,mentation about opening a savings account Which bank has the best interest rates
Scam,UPI transportation failed Send OTP again to complete link
Scam,Alert Your computer has viruses Download our pp to fix it link
Scam,Im a successful businessman seeking a caring partner Message Pine_Tree_State 91XXXXXXXXX
Scam,Congratvlations Youve won a free phone Claim it here link
NotScam,Any openings for remote customer service positiont Available immediately
NotScam,Excited to announce my job search is offichally open Check out my portfolio link
NotScam,Just ginished reading a great book Highly recommend it
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX uo unblock
Scam,Urgent Ypur phone is hacked Send verification code to secure it 123456
Scam,Hey beautiful looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Sir your debit card is blocked due to suspicious actjvity Call 91XXXXXXXXX to unblock
Scam,Your bank account has 10000 unclaimed credit Click here so claim it link
Scam,Sir your credit card is blocked due to tuspicious activity Call 91XXXXXXXXX to unblock
NotScam,Followinf up on your request for the marketing materials
Scam,Alert Your computer har viruses Download our app to fix it link
Scam,Im a successful businessman seekinh a caring partner Message me 91XXXXXXXXX
Scam,Alert Your device has uiruses
Scam,Congratulations You won a bqand new iPhone Claim it by clicking here link
Scam,Exclusive offer Get a free laptop with your next online purchase Use coce SCAM123
Scam,Mirsing someone special Meet amazing singles in your area link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kbm karo paise kamao Call karo 91XXXXXXXXX
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations You won a brand new iPhone Claim it by clicking here link
Scam,Sir your cqedit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Dear customer kindly verify your Amazon accoumt details link
Scam,Sir hum aapko humari company mein joa offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Urgent employ Work from home
NotScam,Thinking about opening a savings account Which bank has the bfst interest rates
Scam,Congratulations Yotve won a prize
NotScam,Planning to invest in mutual funds Any advice for beginner
Scam,Your internet connection is slow Upgrade your plan with our exclusiue offer link
Scam,Rir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
NotScam,Thinking about opening a savimgs account Which bank has the best interest rates
NotScam,Hi just check_up_on in for todays client call
Scam,Sir your debit card is blocked due to suspicious activity Call 91WXXXXXXXX to unblock
NotScam,Sharing my new recipe for pasua Let me know if you try it
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hi just checking in for todays client call
NotScam,Hey Anyone free_people for coffee today Looking for some company
Scam,Youre eligible for a government grant Fill out thhs form to claim link
Scam,Sir your credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unclock
NotScam,Need help filing my taxes any CPA recommendations in the area
Scam,Sir your crddit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Your account is temporarily locled
Scam,WhatsApp QR code scan karo aur instant loan lelo Aaj howdoyoudo apply karo link
NotScam,Thioking about opening a savings account Which bank has the best interest rates
NotScam,Happy birthday to my amazing frhend 
Scam,WhtsApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,Free Bitcoin airdrop Claim your share before its too late kink
Scam,Congratulations Youve won a free phone Clajm it here link
NotScam,Need help filing my taxes Any CPA recommendasions in the area
Scam,Alfrt Your device has viruses
Scam,Win a luxurious vaction to the Maldives Just share this video on Facebook
Scam,Free Bitcoin ahrdrop Claim your share before its too late link
Scam,Your bank account has 10000 tnclaimed credit Click here to claim it link
Scam,Dear customfr kindly verify your Amazon account details link
Scam,WhatsApp QR code scan karo aur instant loan lelo Baj hi apply karo link
NotScam,Planning a movie night this weekend WHOs interested
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXYXXXXXX to unblock
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
NotScam,Networking Open to opportunities in the marketing field Lets connect
